address,chain,role
0x04acfe9f44358cc48d904febcec4a307068c7833,bnb,passive
0x3ad6121407f6edb65c8b2a518515d45863c206a8,bnb,passive
0x4809857b0f24aa9d74fb916447af5826f410d84f,bnb,passive
0x496936e21e7747912c723b72ba03617e73b0ec88,bnb,passive
0x8bcb9ce709657349527c66f001d70f60ac3e13a7,bnb,passive
0xe3670f3ec23bf07caf66419cf189a7f4a9988035,bnb,passive
0xff00000000000000000000000000000000000204,bnb,passive
