chain,block_number,block_timestamp,tx_hash,from,to,value,nonce,gas,gas_price,input_prefix
ethereum,24737091,1774472171,0x4dc25bb3170c59de5e88f692a5ee99abe7a4f4452859aeabd67c03447d5fa97d,0xd437f3372f3add2c2bc3245e6bd6f9c202e61bb3,0x0000000aa232009084bd71a5797d089aa4edfad4,0x0,205586,0x186a0,0x4e3104b,0x1828e0e7
ethereum,24737091,1774472171,0xb8fdd9b4286ead8898b9a4f4a4f9864bc8d1b5c75b7bd9d8d715ba502af16109,0xecb93a3fba6c38355f42829de7de07ba64f5546b,0x66a9893cc07d91d95644aedd05d03f95e1dba8af,0x0,60,0x2523e,0x7c18a44b,0x3593564c
ethereum,24737091,1774472171,0xa30fb981ff42045d31f3c6792edc52bacc39570c9ef2143da9294a4f11c7aa53,0x5f7aa3a056ec9673255059ba0a326d7fecacb682,0xa2293a4b0c9ca02b8bba6cf407d5c033644b4125,0x85d96ac365e1d34,5,0x5208,0x89d5f3200,0x
ethereum,24737091,1774472171,0xc678d6b711706b6dccca05a12cba32b6cf78e8b17dc8f23153caacc1c5734a0d,0xd37ac934502619cee14908cef22138f4b98e06b4,0x2af5ba47e5e037ff3df65ac7e22579212cecc2c9,0x575b049ebf87,166778,0x5208,0x7c18a44b,0x
ethereum,24737091,1774472171,0xc2dfb9ad4f467e093865952582e6e80d13d6b3b453006ee75c54342d902d49eb,0xf30ba13e4b04ce5dc4d254ae5fa95477800f0eb0,0x4636f0fe9105abd6ee1979d332b147d4e8acb8ec,0x4144e34bdfe4b300,744468,0x7b0c,0x7c18a44b,0x
ethereum,24737091,1774472171,0xa7609215d3b873f1d0af349c043fa026edd7b3cd0c4d97f622d72de74927a646,0x4399242d8617065bcef2bd94ccc0cb5dea1e1ab6,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0,96,0x17740,0x7c18a44b,0xa9059cbb
ethereum,24737091,1774472171,0x91243e93d90708ae6aecd3ff89e01066832dbd9838a2876d7a1c6326a7013c9e,0xa651b8e94b97b9313544c9de612e4da8d5107176,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0,0,0xc350,0x7c18a44b,0x095ea7b3
ethereum,24737091,1774472171,0x5fe09201d00da1ed91bf766f2a8e1ccdcaa97460913e5145633aaa26351b04a3,0xaa8ba7d4611437141192e7ceced531bc0a133efb,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0,649807,0x11068,0x7c18a44b,0xa9059cbb
ethereum,24737091,1774472171,0x559063c7b3297488a484d46bb68bea81fc33dc6f075cf099747a20955630f2b3,0x24869c8bf8dfac2b522c4522f3dd37598774723a,0xcf83898ba67bb1c5235fb634129cef906c6346c2,0xc4b068e4fa8800,4,0x5208,0x7c18a44b,0x
ethereum,24737091,1774472171,0x510a9dd4bf31330bd0cf65df7fc9fa86f830999fbb292d75583b1a4624d77f2f,0x210b3cb99fa1de0a64085fa80e18c22fe4722a1b,0x0000bbddc7ce488642fb579f8b00f3a590007251,0x1,7198,0x249f0,0x7c18a44b,0x97f7ac69
ethereum,24737091,1774472171,0x4a7ed0dc5521dda22a3e8b1e25153f7ebb84ba4940b9ac6dbec778806bdfe04c,0x18951caf38363bd11c52aec871c975c27f66acec,0xcf5104d094e3864cfcbda43b82e1cefd26a016eb,0x0,2428,0x154bf,0x7c18a44b,0xa9059cbb
ethereum,24737091,1774472171,0x306121bc8a6d00526497e28f6c5cbc99b969d3e984e9b59a5aefcbbbe6dd2040,0x05ff6964d21e5dae3b1010d5ae0465b3c450f381,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0,847235,0x17199,0x7c18a44b,0xa9059cbb
